CompanyCode,Term,Miles,FromMiles,ToMiles,Coverage,State,Class,PlanDeduct,Deduct0,Deduct50,Deduct100,Deduct200,Deduct250,Deduct500,Markup,New/Used,MaxYears,SurchargeCode,PlanCode,RateCardCode,ClassListCode,MinYear,IncScCode,IncScAmt
,12,15000,80001,90000,Premium Used,,B,100,2928.48,2271.08,1867.63,,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,C,100,3774.25,2936.68,2420.6,,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,D,100,4630.28,3610.44,2983.75,1937.29,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,E,100,6846.13,5355.26,4435.75,2908.0,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,F,100,8765.03,6864.58,5693.17,3745.57,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,G,100,13739.43,10778.15,8955.5,5922.55,,,,,15,,,,,10,,
,12,15000,80001,90000,Premium Used,,H,100,20487.33,16088.4,13381.05,8873.6,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,A,0,1929.39,,,,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,B,100,2747.66,2128.92,1746.32,,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,C,100,3540.34,2753.15,2268.06,,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,D,100,4347.65,3386.57,2797.09,1814.05,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,E,100,6432.72,5028.63,4164.57,2725.68,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,F,100,8235.88,6447.36,5349.0,3516.52,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,G,100,12916.77,10132.4,8415.29,5561.34,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,H,100,19265.4,15128.19,12579.95,8338.4,,,,,9,,,,,0,,
,12,15000,90001,100000,Premium Used,,A,0,2176.89,,,,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,B,100,3092.29,2400.11,1972.1,,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,C,100,3979.06,3098.43,2555.74,,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,D,100,4882.19,3807.02,3147.6,2047.85,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,E,100,7214.77,5644.02,4677.41,3067.74,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,F,100,9231.97,7231.16,6002.38,3952.43,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,G,100,14468.49,11353.63,9432.66,6239.97,,,,,15,,,,,10,,
,12,15000,90001,100000,Premium Used,,H,100,21570.68,16942.4,14091.68,9346.66,,,,,15,,,,,10,,
,12,15000,100001,110000,Premium Used,,A,0,2208.78,,,,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,B,100,3136.74,2435.06,2001.2,,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,C,100,4035.58,3142.97,2592.83,,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,D,100,4951.08,3861.21,3192.79,2078.0,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,E,100,7315.57,5723.32,4743.5,3111.83,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,F,100,9360.35,7332.18,6086.61,4008.62,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,G,100,14668.51,11511.03,9563.81,6327.42,,,,,15,,,,,0,,
,12,15000,100001,110000,Premium Used,,H,100,21867.83,17176.22,14286.54,9476.62,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,A,0,2488.2,,,,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,B,100,3525.8,2741.21,2256.06,,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,C,100,4530.89,3532.74,2917.6,,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,D,100,5554.53,4335.91,3588.46,2341.95,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,E,100,8198.42,6418.05,5322.43,3497.91,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,F,100,10484.85,8217.02,6824.28,4500.69,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,G,100,16420.24,12889.63,10712.32,7093.54,,,,,15,,,,,0,,
,12,15000,110001,120000,Premium Used,,H,100,24470.28,19224.28,15993.12,10614.81,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,A,0,2767.6,,,,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,B,100,3914.84,3047.34,2510.94,,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,C,100,5026.16,3922.54,3242.38,,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,D,100,6157.99,4810.55,3984.14,2605.91,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,E,100,9081.26,7112.74,5901.32,3884.06,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,F,100,11609.29,9101.82,7561.88,4992.8,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,G,100,18171.94,14268.23,11860.85,7859.6,,,,,15,,,,,0,,
,12,15000,120001,130000,Premium Used,,H,100,27072.66,21272.31,17699.68,11753.04,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,A,0,3046.99,,,,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,B,100,4303.88,3353.47,2765.8,,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,C,100,5521.39,4312.31,3567.17,,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,D,100,6761.42,5285.2,4379.8,2869.85,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,E,100,9964.11,7807.43,6480.26,4270.14,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,F,100,12733.77,9986.61,8299.51,5484.85,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,G,100,19923.66,15646.85,13009.35,8625.66,,,,,15,,,,,0,,
,12,15000,130001,140000,Premium Used,,H,100,29675.1,23320.34,19406.29,12891.23,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,A,0,3326.37,,,,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,B,100,4692.96,3659.62,3020.67,,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,C,100,6016.68,4702.12,3891.96,,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,D,100,7364.86,5759.87,4775.46,3133.8,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,E,100,10846.96,8502.12,7059.15,4656.28,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,F,100,13858.24,10871.41,9037.13,5976.95,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,G,100,21675.39,17025.44,14157.86,9391.77,,,,,15,,,,,0,,
,12,15000,140001,150000,Premium Used,,H,100,32277.54,25368.4,21112.86,14029.45,,,,,15,,,,,0,,
,12,20000,10000,60000,Premium Used,,B,0,1656.62,,,,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,C,0,2152.72,1660.29,,,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,D,100,2656.14,2057.53,1687.74,,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,E,100,3957.72,3080.83,2540.8,1643.8,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,F,100,5083.54,3966.88,3280.37,2136.23,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,G,100,8007.07,6266.13,5197.05,3414.01,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,H,100,11970.36,9385.52,7794.71,5147.61,,,,,9,,,,,0,,
,12,20000,10000,60000,Premium Used,,B,0,1871.75,,,,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,C,0,2426.74,1875.83,,,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,D,100,2989.88,2320.26,1906.54,,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,E,100,4445.99,3465.04,2860.89,1857.41,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,F,100,5705.46,4456.23,3688.25,2408.32,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,G,100,8975.98,7028.41,5832.42,3837.75,,,,,15,,,,,10,,
,12,20000,10000,60000,Premium Used,,H,100,13409.74,10518.03,8738.4,5777.13,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,A,0,1502.84,,,,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,B,0,2154.54,1662.11,,,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,C,100,2786.11,2160.03,1773.77,,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,D,100,3428.65,2663.46,2194.81,,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,E,100,5087.21,3970.52,3282.2,2138.06,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,F,100,6522.43,5100.02,4223.14,2765.99,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,G,100,10247.74,8030.83,6665.2,4395.21,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,H,100,15298.43,12005.14,9978.64,6602.97,,,,,9,,,,,0,,
,12,20000,60001,70000,Premium Used,,A,0,1699.74,,,,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,B,0,2428.8,1877.89,,,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,C,100,3135.31,2434.91,2002.81,,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,D,100,3854.13,2998.11,2473.84,,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,E,100,5709.54,4460.32,3690.31,2410.33,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,F,100,7315.1,5723.85,4742.91,3112.79,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,G,100,11482.65,9002.59,7474.88,4935.43,,,,,15,,,,,10,,
,12,20000,60001,70000,Premium Used,,H,100,17132.83,13448.65,11181.6,7405.22,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,A,0,1779.26,,,,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,B,100,2537.16,1964.15,1610.83,,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,C,100,3274.88,2544.47,2094.14,,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,D,100,4021.79,3132.1,2584.76,1671.23,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,E,100,5956.77,4655.18,3853.36,2518.83,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,F,100,7631.77,5971.41,4949.9,3251.08,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,G,100,11974.01,9389.18,7798.37,5149.43,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,H,100,17864.97,14024.31,11660.99,7725.14,,,,,9,,,,,0,,
,12,20000,70001,80000,Premium Used,,A,0,2008.95,,,,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,B,100,2856.81,2215.8,1820.54,,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,C,100,3682.11,2864.98,2361.18,,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,D,100,4517.65,3522.37,2910.06,1888.12,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,E,100,6682.28,5226.23,4329.24,2836.33,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,F,100,8556.17,6698.68,5555.97,3655.48,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,G,100,13413.82,10522.17,8742.52,5779.19,,,,,15,,,,,10,,
,12,20000,70001,80000,Premium Used,,H,100,20004.02,15707.49,13063.63,8660.59,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,A,0,2041.05,1572.42,,,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,B,100,2903.27,2251.57,1848.83,,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,C,100,3739.87,2910.61,2398.02,1548.62,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,D,100,4589.27,3578.77,2956.36,1920.23,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,E,100,6786.03,5306.88,4397.06,2881.32,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,F,100,8688.06,6802.51,5643.72,3712.4,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,G,100,13619.74,10683.43,8876.58,5868.91,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,H,100,20308.87,15946.48,13262.76,8794.23,,,,,9,,,,,0,,
,12,20000,80001,90000,Premium Used,,A,0,2301.8,1777.56,,,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,B,100,3266.37,2537.32,2086.77,,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,C,100,4202.26,3274.57,2701.14,1750.94,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,D,100,5152.5,4022.06,3325.77,2166.63,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,E,100,7610.04,5955.29,4937.46,3241.77,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,F,100,9737.8,7628.43,6332.1,4171.56,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,G,100,15254.89,11970.06,9948.75,6583.99,,,,,15,,,,,10,,
,12,20000,80001,90000,Premium Used,,H,100,22738.0,17857.81,14855.57,9856.6,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,A,0,2156.4,1663.93,,,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,B,100,3062.54,2377.88,1953.18,,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,C,100,3943.08,3069.85,2531.66,1638.31,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,D,100,4838.23,3772.8,3119.28,2028.23,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,E,100,7150.33,5594.29,4633.2,3038.74,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,F,100,9149.39,7166.8,5947.58,3915.61,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,G,100,14339.19,11250.92,9348.89,6183.75,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,H,100,21377.94,16790.4,13963.91,9261.02,,,,,9,,,,,0,,
,12,20000,90001,100000,Premium Used,,A,0,2430.83,1879.95,,,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,B,100,3444.54,2678.63,2203.51,,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,C,100,4429.58,3452.75,2850.63,1851.29,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,D,100,5431.03,4239.14,3508.03,2287.49,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,E,100,8017.54,6276.84,5201.66,3417.91,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,F,100,10253.87,8035.97,6672.06,4398.88,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,G,100,16059.71,12604.88,10477.08,6936.25,,,,,15,,,,,10,,
,12,20000,90001,100000,Premium Used,,H,100,23934.0,18801.9,15639.94,10378.82,,,,,15,,,,,10,,
,12,20000,100001,110000,Premium Used,,A,0,2466.2,1907.79,,,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,B,100,3493.79,2717.38,2235.77,,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,C,100,4492.32,3502.12,2891.77,1878.71,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,D,100,5507.43,4299.25,3558.15,2320.88,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,E,100,8129.32,6364.8,5274.94,3466.8,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,F,100,10396.25,8148.01,6765.46,4461.18,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,G,100,16281.52,12779.43,10622.54,7033.23,,,,,15,,,,,0,,
,12,20000,100001,110000,Premium Used,,H,100,24263.45,19061.18,15855.94,10522.87,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,A,0,2776.04,2151.62,,,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,B,100,3925.03,3056.91,2518.37,,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,C,100,5041.54,3934.32,3251.88,2119.11,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,D,100,6176.62,4825.68,3996.98,2613.52,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,E,100,9108.37,7135.31,5916.63,3894.86,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,F,100,11643.14,9129.23,7583.29,5006.74,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,G,100,18223.81,14307.91,11896.14,7882.73,,,,,15,,,,,0,,
,12,20000,110001,120000,Premium Used,,H,100,27148.99,21331.97,17747.97,11784.74,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,A,0,3085.84,2395.45,,,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,B,100,4356.3,3396.4,2800.96,,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,C,100,5590.77,4366.53,3611.99,2359.51,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,D,100,6845.81,5352.11,4435.82,2906.18,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,E,100,10087.36,7905.78,6558.36,4322.89,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,F,100,12889.99,10110.44,8401.15,5552.27,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,G,100,20166.16,15836.37,13169.75,8732.21,,,,,15,,,,,0,,
,12,20000,120001,130000,Premium Used,,H,100,30034.48,23602.73,19640.0,13046.56,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,A,0,3395.64,2639.26,,,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,B,100,4787.51,3735.88,3083.54,,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,C,100,6140.02,4798.77,3972.06,2599.91,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,D,100,7514.99,5878.52,4874.68,3198.82,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,E,100,11066.37,8676.3,7200.1,4750.97,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,F,100,14136.89,11091.66,9218.98,6097.83,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,G,100,22108.44,17364.88,14443.38,9581.69,,,,,15,,,,,0,,
,12,20000,130001,140000,Premium Used,,H,100,32919.95,25873.51,21532.02,14308.4,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,A,0,3705.46,2883.13,,,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,B,100,5218.77,4075.39,3366.14,,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,C,100,6689.23,5231.0,4332.2,2840.31,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,D,100,8184.17,6404.97,5313.54,3491.48,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,E,100,12045.38,9446.8,7841.79,5179.03,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,F,100,15383.75,12072.86,10036.86,6643.4,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,G,100,24050.77,18893.36,15716.98,10431.2,,,,,15,,,,,0,,
,12,20000,140001,150000,Premium Used,,H,100,35805.47,28144.28,23424.06,15570.23,,,,,15,,,,,0,,
,24,20000,10000,60000,Premium Used,,B,0,2086.82,1609.02,,,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,C,100,2700.06,2092.32,1717.03,,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,D,100,3322.49,2581.09,2125.25,,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,E,100,4933.44,3849.72,3181.54,2070.34,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,F,100,6326.53,4946.26,4095.0,2679.94,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,G,100,9942.03,7791.03,6465.66,4261.6,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,H,100,14846.27,11648.17,9682.08,6405.26,,,,,9,,,,,0,,
,24,20000,10000,60000,Premium Used,,B,0,2353.01,1818.48,,,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,C,100,3039.09,2359.15,1939.31,,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,D,100,3735.34,2905.94,2396.01,,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,E,100,5537.49,4325.14,3577.67,2334.56,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,F,100,7096.0,5551.86,4599.57,3016.52,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,G,100,11140.64,8734.35,7251.63,4785.92,,,,,15,,,,,10,,
,24,20000,10000,60000,Premium Used,,H,100,16627.0,13049.31,10849.83,7184.06,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,A,0,1896.43,,,,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,B,100,2701.92,2092.32,1718.86,,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,C,100,3483.57,2709.23,2231.43,,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,D,100,4278.05,3333.46,2751.34,1782.94,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,E,100,6330.2,4948.08,4096.84,2681.76,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,F,100,8107.73,6346.69,5262.95,3457.94,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,G,100,12715.42,9971.34,8283.46,5473.47,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,H,100,18965.17,14890.22,12382.25,8206.59,,,,,9,,,,,0,,
,24,20000,60001,70000,Premium Used,,A,0,2140.03,,,,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,B,100,3041.11,2359.15,1941.37,,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,C,100,3915.57,3049.31,2514.78,,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,D,100,4804.36,3747.63,3096.41,2013.04,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,E,100,7100.08,5553.92,4601.63,3018.57,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,F,100,9088.6,7118.5,5906.14,3886.88,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,G,100,14243.23,11173.41,9285.22,6141.64,,,,,15,,,,,10,,
,24,20000,60001,70000,Premium Used,,H,100,21234.84,16676.14,13870.52,9199.22,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,A,0,2238.77,1728.0,,,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,B,100,3176.04,2465.75,2028.23,,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,C,100,4087.68,3183.37,2626.85,1700.54,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,D,100,5013.98,3911.94,3234.62,2105.12,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,E,100,7406.61,5795.66,4803.45,3152.24,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,F,100,9478.88,7424.92,6161.8,4058.39,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,G,100,14851.75,11653.66,9685.75,6408.91,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,H,100,22139.49,17387.18,14463.66,9596.04,,,,,9,,,,,0,,
,24,20000,70001,80000,Premium Used,,A,0,2522.97,1951.63,,,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,B,100,3571.52,2776.91,2287.49,,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,C,100,4591.38,3579.73,2957.13,1920.89,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,D,100,5627.65,4394.77,3637.05,2373.49,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,E,100,8304.28,6502.11,5392.14,3544.91,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,F,100,10622.51,8324.76,6911.65,4558.61,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,G,100,16633.15,13055.45,10853.91,7188.14,,,,,15,,,,,10,,
,24,20000,70001,80000,Premium Used,,H,100,24785.94,19469.53,16199.0,10753.58,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,A,100,2562.78,1982.47,1627.33,,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,B,100,3628.2,2820.89,2324.8,1499.17,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,C,100,4664.34,3637.35,3003.96,1953.18,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,D,100,5715.12,4462.98,3694.09,2412.69,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,E,100,8433.58,6602.97,5475.29,3600.74,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,F,100,10784.11,8453.74,7018.54,4629.53,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,G,100,16885.59,13255.45,11020.27,7298.6,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,H,100,25161.82,19766.99,16446.24,10917.75,,,,,9,,,,,0,,
,24,20000,80001,90000,Premium Used,,A,100,2885.46,2236.26,1838.97,,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,B,100,4077.35,3174.22,2619.23,1695.61,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,C,100,5236.47,4087.58,3379.01,2203.51,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,D,100,6411.97,5011.19,4151.08,2717.53,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,E,100,9453.15,7405.22,6143.71,4046.66,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,F,100,12082.68,9475.66,7870.09,5197.57,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,G,100,18908.38,14847.37,12346.85,8183.45,,,,,15,,,,,10,,
,24,20000,80001,90000,Premium Used,,H,100,28167.06,22131.81,18416.91,12232.18,,,,,15,,,,,10,,
,24,20000,90001,100000,Premium Used,,A,100,2705.59,2094.14,1720.69,,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,B,100,3825.92,2976.51,2452.93,1585.22,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,C,100,4915.12,3835.05,3168.7,2063.03,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,D,100,6020.81,4702.78,3895.46,2546.31,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,E,100,8882.11,6956.28,5768.2,3796.63,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,F,100,11353.46,8902.23,7393.8,4880.35,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,G,100,17773.43,13954.77,11600.56,7684.88,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,H,100,26479.87,20804.95,17310.28,11492.58,,,,,9,,,,,0,,
,24,20000,90001,100000,Premium Used,,A,100,3045.2,2361.18,1943.42,,,,,,15,,,,,10,,
