CompanyCode,Term,Miles,FromMiles,ToMiles,Coverage,State,Class,PlanDeduct,Deduct0,Deduct50,Deduct100,Deduct200,Deduct250,Deduct500,Markup,New/Used,MaxYears,SurchargeCode,PlanCode,RateCardCode,ClassListCode,MinYear,IncScCode,IncScAmt
,48,40000,100001,110000,Elite Plus Used,,A,100,8245.57,6451.97,5355.9,3518.71,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,B,100,11552.51,9055.2,7519.03,4959.4,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,C,100,14768.17,11587.83,9632.31,6375.18,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,D,100,18019.06,14143.29,11755.98,7795.12,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,E,100,26420.37,20759.28,17269.67,11463.29,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,F,100,33723.46,26503.38,22065.06,14662.28,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,G,100,52581.2,41346.27,34427.18,22912.03,,,,,15,,,,,0,,
,48,40000,100001,110000,Elite Plus Used,,H,100,78202.31,61499.4,51225.6,34113.74,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,A,100,9238.36,7232.79,6007.2,3952.86,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,B,100,12936.04,10143.6,8425.92,5563.83,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,C,100,16531.65,12975.53,10788.92,7146.91,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,D,100,20166.71,15832.94,13163.51,8734.62,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,E,100,29560.72,23230.73,19328.71,12836.25,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,F,100,37726.82,29653.57,24690.77,16413.25,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,G,100,58812.88,46250.39,38513.71,25637.85,,,,,15,,,,,0,,
,48,40000,110001,120000,Elite Plus Used,,H,100,87461.57,68784.91,57297.14,38163.23,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,A,100,10231.08,8013.6,6658.46,4387.09,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,B,100,14319.55,11232.03,9332.77,6168.23,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,C,100,18295.14,14363.19,11945.54,7918.64,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,D,100,22314.34,17522.6,14571.09,9674.14,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,E,100,32701.12,25702.15,21387.8,14209.2,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,F,100,41730.17,32803.78,27316.51,18164.25,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,G,100,65044.6,51154.49,42600.24,28363.67,,,,,15,,,,,0,,
,48,40000,120001,130000,Elite Plus Used,,H,100,96720.8,76070.42,63368.65,42212.69,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,A,100,11223.83,8794.37,7309.75,4821.26,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,B,100,15703.06,12320.45,10239.68,6772.66,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,C,100,20058.61,15750.91,13102.12,8690.34,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,D,100,24461.95,19212.24,15978.63,10613.65,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,E,100,35841.48,28173.6,23446.88,15582.17,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,F,100,45733.52,35953.97,29942.25,19915.2,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,G,100,71276.28,56058.61,46686.75,31089.48,,,,,15,,,,,0,,
,48,40000,130001,140000,Elite Plus Used,,H,100,105980.02,83355.97,69440.14,46262.15,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,A,100,12216.55,9575.18,7961.02,5255.45,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,B,100,17086.57,13408.87,11146.57,7377.11,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,C,100,21822.11,17138.57,14258.72,9462.08,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,D,100,26609.6,20901.9,17386.21,11553.17,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,E,100,38981.86,30645.01,25505.97,16955.14,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,F,100,49736.89,39104.15,32567.97,21666.21,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,G,100,77507.98,60962.71,50773.25,33815.28,,,,,15,,,,,0,,
,48,40000,140001,150000,Elite Plus Used,,H,100,115239.25,90641.48,75511.66,50311.62,,,,,15,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,A,100,4735.74,3694.09,3051.54,1984.29,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,B,100,6652.39,5200.71,4309.2,2822.74,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,C,100,8517.78,6668.87,5532.05,3637.35,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,D,100,10407.0,8157.17,6771.38,4464.8,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,E,100,15298.43,12005.14,9978.64,6604.8,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,F,100,19530.82,15336.89,12753.87,8455.57,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,G,100,30510.94,23975.6,19953.73,13257.31,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,H,100,45403.06,35693.44,29718.28,19770.65,,,,,9,,,,,0,,
,48,48000,10000,60000,Elite Plus Used,,A,100,5316.34,4151.08,3432.27,2238.29,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,B,100,7460.54,5836.52,4839.19,3176.28,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,C,100,9547.33,7478.95,6207.2,4087.58,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,D,100,11660.8,9143.89,7593.62,5013.28,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,E,100,17132.83,13448.65,11181.6,7407.26,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,F,100,21867.63,17175.85,14286.24,9477.75,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,G,100,34151.08,26840.0,22340.71,14849.4,,,,,15,,,,,10,,
,48,48000,10000,60000,Elite Plus Used,,H,100,50810.89,39948.75,33264.31,22135.91,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,A,100,6103.23,4768.66,3948.56,2581.09,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,B,100,8556.25,6699.98,5557.67,3653.82,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,C,100,10941.55,8576.36,7121.03,4697.31,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,D,100,13361.63,10480.23,8708.19,5757.2,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,E,100,19620.54,15406.43,12812.45,8494.0,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,F,100,25035.53,19668.14,16363.86,10862.84,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,G,100,39085.59,30723.27,25575.57,17008.23,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,H,100,58140.54,45716.09,38071.4,25341.23,,,,,9,,,,,0,,
,48,60000,10000,60000,Elite Plus Used,,A,100,6846.13,5353.2,4435.75,2905.94,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,B,100,9590.37,7513.74,6235.88,4106.0,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,C,100,12258.8,9612.88,7984.77,5273.33,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,D,100,14966.14,11742.7,9760.31,6459.09,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,E,100,21967.98,17253.66,14351.78,9520.74,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,F,100,28025.75,22021.23,18324.76,12170.71,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,G,100,43743.51,34388.62,28629.85,19045.59,,,,,15,,,,,10,,
,48,60000,10000,60000,Elite Plus Used,,H,100,65060.32,51161.09,42608.99,28367.74,,,,,15,,,,,10,,
,12,10000,10000,60000,Powertrain Plus Used,,E,0,1570.58,,,,,,,,9,,,,,0,,
,12,10000,10000,60000,Powertrain Plus Used,,F,0,2042.87,1574.23,,,,,,,9,,,,,0,,
,12,10000,10000,60000,Powertrain Plus Used,,G,100,3267.57,2538.98,2088.65,,,,,,9,,,,,0,,
,12,10000,10000,60000,Powertrain Plus Used,,H,100,4929.77,3846.05,3179.7,2068.52,,,,,9,,,,,0,,
,12,10000,10000,60000,Powertrain Plus Used,,E,0,1775.5,,,,,,,,15,,,,,10,,
,12,10000,10000,60000,Powertrain Plus Used,,F,0,2303.85,1779.58,,,,,,,15,,,,,10,,
,12,10000,10000,60000,Powertrain Plus Used,,G,100,3673.91,2858.85,2355.06,,,,,,15,,,,,10,,
,12,10000,10000,60000,Powertrain Plus Used,,H,100,5533.44,4321.03,3575.63,2332.53,,,,,15,,,,,10,,
,12,10000,60001,70000,Powertrain Plus Used,,E,0,2042.87,1574.23,,,,,,,9,,,,,0,,
,12,10000,60001,70000,Powertrain Plus Used,,F,100,2645.16,2048.37,1680.43,,,,,,9,,,,,0,,
,12,10000,60001,70000,Powertrain Plus Used,,G,100,4208.51,3278.55,2705.59,1753.65,,,,,9,,,,,0,,
,12,10000,60001,70000,Powertrain Plus Used,,H,100,6326.53,4944.4,4095.0,2679.94,,,,,9,,,,,0,,
,12,10000,60001,70000,Powertrain Plus Used,,E,0,2303.85,1779.58,,,,,,,15,,,,,10,,
,12,10000,60001,70000,Powertrain Plus Used,,F,100,2977.6,2309.96,1898.37,,,,,,15,,,,,10,,
,12,10000,60001,70000,Powertrain Plus Used,,G,100,4726.57,3686.2,3045.2,1980.31,,,,,15,,,,,10,,
,12,10000,60001,70000,Powertrain Plus Used,,H,100,7096.0,5549.8,4599.57,3016.52,,,,,15,,,,,10,,
,12,10000,70001,80000,Powertrain Plus Used,,D,0,1596.2,,,,,,,,9,,,,,0,,
,12,10000,70001,80000,Powertrain Plus Used,,E,100,2409.02,1861.64,1526.64,,,,,,9,,,,,0,,
,12,10000,70001,80000,Powertrain Plus Used,,F,100,3110.12,2414.51,1986.11,,,,,,9,,,,,0,,
,12,10000,70001,80000,Powertrain Plus Used,,G,100,4931.62,3847.89,3181.54,2070.34,,,,,9,,,,,0,,
,12,10000,70001,80000,Powertrain Plus Used,,H,100,7402.95,5791.99,4801.63,3150.4,,,,,9,,,,,0,,
,12,10000,70001,80000,Powertrain Plus Used,,D,0,1804.14,,,,,,,,15,,,,,10,,
,12,10000,70001,80000,Powertrain Plus Used,,E,100,2713.44,2101.14,1726.34,,,,,,15,,,,,10,,
,12,10000,70001,80000,Powertrain Plus Used,,F,100,3497.77,2719.58,2240.38,,,,,,15,,,,,10,,
,12,10000,70001,80000,Powertrain Plus Used,,G,100,5535.46,4323.1,3577.67,2334.56,,,,,15,,,,,10,,
,12,10000,70001,80000,Powertrain Plus Used,,H,100,8300.16,6497.99,5390.07,3542.86,,,,,15,,,,,10,,
,12,10000,80001,90000,Powertrain Plus Used,,D,0,1834.2,,,,,,,,9,,,,,0,,
,12,10000,80001,90000,Powertrain Plus Used,,E,100,2756.83,2136.23,1753.65,,,,,,9,,,,,0,,
,12,10000,80001,90000,Powertrain Plus Used,,F,100,3553.15,2762.31,2277.19,,,,,,9,,,,,0,,
,12,10000,80001,90000,Powertrain Plus Used,,G,100,5621.76,4391.57,3633.68,2370.55,,,,,9,,,,,0,,
,12,10000,80001,90000,Powertrain Plus Used,,H,100,8428.09,6599.3,5473.47,3598.91,,,,,9,,,,,0,,
,12,10000,80001,90000,Powertrain Plus Used,,D,0,2070.39,,,,,,,,15,,,,,10,,
,12,10000,80001,90000,Powertrain Plus Used,,E,100,3102.52,2408.32,1980.31,,,,,,15,,,,,10,,
,12,10000,80001,90000,Powertrain Plus Used,,F,100,3993.37,3108.7,2566.0,,,,,,15,,,,,10,,
,12,10000,80001,90000,Powertrain Plus Used,,G,100,6307.54,4931.32,4083.53,2670.42,,,,,15,,,,,10,,
,12,10000,80001,90000,Powertrain Plus Used,,H,100,9447.0,7401.12,6141.64,4044.6,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,C,0,1563.27,,,,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,D,0,1938.54,1491.86,,,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,E,100,2908.77,2255.23,1854.32,,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,F,100,3747.18,2916.09,2403.5,1552.26,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,G,100,5923.81,4627.71,3831.38,2504.2,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,H,100,8876.58,6950.79,5766.37,3794.78,,,,,9,,,,,0,,
,12,10000,90001,100000,Powertrain Plus Used,,C,0,1767.28,,,,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,D,0,2187.14,1687.42,,,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,E,100,3272.51,2541.42,2092.93,,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,F,100,4210.47,3280.71,2707.31,1755.0,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,G,100,6645.44,5195.51,4304.68,2819.94,,,,,15,,,,,10,,
,12,10000,90001,100000,Powertrain Plus Used,,H,100,9948.75,7794.34,6469.31,4263.71,,,,,15,,,,,10,,
,12,10000,100001,110000,Powertrain Plus Used,,C,0,1793.6,,,,,,,,15,,,,,0,,
,12,10000,100001,110000,Powertrain Plus Used,,D,0,2219.15,1712.64,,,,,,,15,,,,,0,,
,12,10000,100001,110000,Powertrain Plus Used,,E,100,3319.43,2578.29,2123.66,,,,,,15,,,,,0,,
,12,10000,100001,110000,Powertrain Plus Used,,F,100,4270.18,3327.71,2746.46,1781.17,,,,,15,,,,,0,,
,12,10000,100001,110000,Powertrain Plus Used,,G,100,6738.46,5268.74,4365.7,2860.64,,,,,15,,,,,0,,
,12,10000,100001,110000,Powertrain Plus Used,,H,100,10086.94,7903.06,6559.94,4324.15,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,C,0,2023.94,,,,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,D,0,2499.81,1933.41,,,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,E,100,3730.06,2901.37,2393.0,,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,F,100,4793.17,3739.33,3089.39,2010.03,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,G,100,7553.14,5909.69,4899.92,3217.06,,,,,15,,,,,0,,
,12,10000,110001,120000,Powertrain Plus Used,,H,100,11297.26,8855.34,7353.49,4853.52,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,C,0,2254.29,,,,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,D,0,2780.43,2154.17,,,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,E,100,4140.71,3224.43,2662.37,,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,F,100,5316.15,4150.97,3432.34,2238.88,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,G,100,8367.76,6550.66,5434.22,3573.49,,,,,15,,,,,0,,
,12,10000,120001,130000,Powertrain Plus Used,,H,100,12507.61,9807.6,8147.04,5382.92,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,C,0,2484.61,,,,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,D,0,3061.03,2374.96,,,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,E,100,4551.32,3547.52,2931.7,,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,F,100,5839.14,4562.57,3775.24,2467.73,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,G,100,9182.44,7191.62,5968.48,3929.9,,,,,15,,,,,0,,
,12,10000,130001,140000,Powertrain Plus Used,,H,100,13717.92,10759.86,8940.6,5912.24,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,C,0,2714.96,,,,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,D,0,3341.66,2595.74,,,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,E,100,4961.97,3870.57,3201.05,,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,F,100,6362.14,4974.19,4118.21,2696.63,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,G,100,9997.06,7832.64,6502.8,4286.34,,,,,15,,,,,0,,
,12,10000,140001,150000,Powertrain Plus Used,,H,100,14928.28,11712.14,9734.16,6441.63,,,,,15,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,D,0,1577.91,,,,,,,,9,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,E,100,2379.73,1839.66,1506.51,,,,,,9,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,F,100,3073.52,2385.22,1962.31,,,,,,9,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,G,100,4874.86,3803.94,3143.08,2044.69,,,,,9,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,H,100,7318.74,5726.1,4744.86,3113.79,,,,,9,,,,,0,,
,12,15000,60001,70000,Powertrain Plus Used,,D,0,1783.69,,,,,,,,15,,,,,10,,
,12,15000,60001,70000,Powertrain Plus Used,,E,100,2680.69,2076.54,1703.81,,,,,,15,,,,,10,,
,12,15000,60001,70000,Powertrain Plus Used,,F,100,3456.81,2686.82,2213.76,,,,,,15,,,,,10,,
,12,15000,60001,70000,Powertrain Plus Used,,G,100,5471.97,4273.97,3534.63,2305.91,,,,,15,,,,,10,,
,12,15000,60001,70000,Powertrain Plus Used,,H,100,8205.97,6424.26,5326.57,3501.9,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,C,0,1502.84,,,,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,D,0,1865.32,,,,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,E,100,2800.77,2171.03,1782.94,,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,F,100,3609.9,2808.09,2313.8,1491.86,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,G,100,5711.44,4461.14,3690.44,2410.83,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,H,100,8559.91,6701.8,5559.51,3655.64,,,,,9,,,,,0,,
,12,15000,70001,80000,Powertrain Plus Used,,C,0,1699.74,,,,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,D,0,2105.22,,,,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,E,100,3151.72,2447.18,2013.04,,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,F,100,4056.87,3159.89,2606.96,1687.42,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,G,100,6407.89,5009.13,4146.99,2715.5,,,,,15,,,,,10,,
,12,15000,70001,80000,Powertrain Plus Used,,H,100,9594.43,7515.8,6237.94,4108.06,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,C,0,1728.0,,,,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,D,0,2139.89,1649.29,,,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,E,100,3201.66,2485.89,2046.54,,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,F,100,4120.64,3208.99,2648.83,1715.2,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,G,100,6505.94,5087.21,4212.17,2758.64,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,H,100,9740.66,7631.77,6333.87,4173.73,,,,,9,,,,,0,,
,12,15000,80001,90000,Powertrain Plus Used,,C,0,1951.63,,,,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,D,0,2412.37,1863.56,,,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,E,100,3600.17,2799.46,2307.97,,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,F,100,4628.22,3608.38,2981.72,1937.29,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,G,100,7296.7,5709.54,4730.63,3104.58,,,,,15,,,,,10,,
,12,15000,80001,90000,Powertrain Plus Used,,H,100,10915.36,8556.17,7104.18,4687.65,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,C,0,1826.88,,,,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,D,0,2258.9,1744.49,,,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,E,100,3379.25,2625.03,2161.85,,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,F,100,4345.83,3386.57,2795.28,1814.05,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,G,100,6855.58,5361.79,4442.83,2912.43,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,H,100,10260.56,8040.02,6674.37,4400.74,,,,,9,,,,,0,,
,12,15000,90001,100000,Powertrain Plus Used,,C,0,2062.2,,,,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,D,0,2545.52,1970.04,,,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,E,100,3798.82,2955.06,2436.97,,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,F,100,4880.13,3807.02,3145.57,2047.85,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,G,100,7687.85,6016.71,4988.68,3276.6,,,,,15,,,,,10,,
,12,15000,90001,100000,Powertrain Plus Used,,H,100,11496.98,9012.85,7485.09,4941.6,,,,,15,,,,,10,,
,12,15000,100001,110000,Powertrain Plus Used,,C,0,2092.53,,,,,,,,15,,,,,0,,
,12,15000,100001,110000,Powertrain Plus Used,,D,0,2582.44,1999.12,,,,,,,15,,,,,0,,
,12,15000,100001,110000,Powertrain Plus Used,,E,100,3852.91,2997.63,2472.45,,,,,,15,,,,,0,,
,12,15000,100001,110000,Powertrain Plus Used,,F,100,4949.02,3861.21,3190.69,2078.0,,,,,15,,,,,0,,
,12,15000,100001,110000,Powertrain Plus Used,,G,100,7795.12,6101.17,5059.03,3323.54,,,,,15,,,,,0,,
,12,15000,100001,110000,Powertrain Plus Used,,H,100,11656.36,9138.26,7589.61,5011.29,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,C,0,2358.21,,,,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,D,0,2906.0,2253.74,,,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,E,100,4326.63,3370.25,2782.98,,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,F,100,5552.23,4335.91,3586.13,2341.95,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,G,100,8734.62,6840.49,5675.23,3734.68,,,,,15,,,,,0,,
,12,15000,110001,120000,Powertrain Plus Used,,H,100,13052.1,10236.46,8504.83,5621.86,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,C,0,2623.86,,,,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,D,0,3229.58,2508.38,,,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,E,100,4800.27,3742.86,3093.55,,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,F,100,6155.42,4810.55,3981.55,2605.91,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,G,100,9674.14,7579.86,6291.44,4145.81,,,,,15,,,,,0,,
,12,15000,120001,130000,Powertrain Plus Used,,H,100,14447.91,11334.68,9420.05,6232.4,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,C,0,2889.53,,,,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,D,0,3553.12,2763.0,,,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,E,100,5273.97,4115.48,3404.11,,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,F,100,6758.61,5285.2,4377.0,2869.85,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,G,100,10613.65,8319.19,6907.66,4556.95,,,,,15,,,,,0,,
,12,15000,130001,140000,Powertrain Plus Used,,H,100,15843.67,12432.93,10335.29,6842.97,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,C,0,3155.17,,,,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,D,0,3876.66,3017.62,,,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,E,100,5747.63,4488.09,3714.65,,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,F,100,7361.8,5759.87,4772.4,3133.8,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,G,100,11553.17,9058.55,7523.85,4968.06,,,,,15,,,,,0,,
,12,15000,140001,150000,Powertrain Plus Used,,H,100,17239.46,13531.14,11250.51,7453.54,,,,,15,,,,,0,,
,12,20000,10000,60000,Powertrain Plus Used,,E,0,2050.2,1579.73,,,,,,,9,,,,,0,,
,12,20000,10000,60000,Powertrain Plus Used,,F,100,2654.32,2055.69,1687.74,,,,,,9,,,,,0,,
,12,20000,10000,60000,Powertrain Plus Used,,G,100,4221.32,3289.53,2714.72,1759.12,,,,,9,,,,,0,,
,12,20000,10000,60000,Powertrain Plus Used,,H,100,6348.51,4962.73,4109.66,2689.08,,,,,9,,,,,0,,
,12,20000,10000,60000,Powertrain Plus Used,,E,0,2312.05,1785.75,,,,,,,15,,,,,10,,
,12,20000,10000,60000,Powertrain Plus Used,,F,100,2987.86,2318.2,1906.54,,,,,,15,,,,,10,,
,12,20000,10000,60000,Powertrain Plus Used,,G,100,4740.88,3698.46,3055.42,1986.42,,,,,15,,,,,10,,
,12,20000,10000,60000,Powertrain Plus Used,,H,100,7120.56,5570.3,4615.94,3026.74,,,,,15,,,,,10,,
,12,20000,60001,70000,Powertrain Plus Used,,D,0,1766.45,,,,,,,,9,,,,,0,,
,12,20000,60001,70000,Powertrain Plus Used,,E,100,2656.14,2057.53,1687.74,,,,,,9,,,,,0,,
